List of lists of tuples;Tasks#;Workers#;Jobs#;Sch.FCFS;FCFS.ImpTime;Sch.MRR;MMR.ImpTime;Sch.JSP;JSP.time
[[(2,4),(3,1),(2,1),(3,1)],[(3,3),(2,1),(3,3),(2,4)],[(0,4),(1,2),(0,2)],[(2,1),(3,2),(2,1)],[(0,4),(1,1),(0,3),(1,3)],[(1,3),(0,2),(1,4),(0,4)]];22;4;6;54;4459;19;9375;19;3199375
[[(2,3),(1,1),(2,2),(1,1)],[(0,3),(3,3),(0,4),(3,2)],[(3,1),(0,2),(3,4),(0,3)],[(2,2),(1,4),(2,1)],[(3,4),(0,3),(3,2)],[(1,1),(2,1),(1,4),(2,1)]];22;4;6;52;3667;16;8375;16;3022708
[[(1,1),(3,2),(1,4),(3,3)],[(0,4),(2,2),(0,3),(2,4)],[(2,3),(0,1),(2,2),(0,3)],[(2,2),(0,4),(2,4)],[(3,2),(1,2),(3,4)],[(3,3),(1,4),(3,3),(1,1)]];22;4;6;61;8708;17;14084;17;3405333
[[(0,2),(2,4),(0,3),(2,3)],[(2,3),(0,2),(2,2),(0,1)],[(1,2),(3,1),(1,3),(3,1)],[(1,3),(3,4),(1,3)],[(3,1),(1,2),(3,2),(1,1)],[(2,3),(0,4),(2,4)]];22;4;6;54;3584;19;9125;19;3220458
[[(0,1),(1,3),(0,3),(1,1)],[(1,3),(0,3),(1,3)],[(2,1),(3,2),(2,4),(3,1)],[(3,3),(2,1),(3,3),(2,2)],[(3,3),(2,1),(3,3)],[(1,1),(0,1),(1,2),(0,1)]];22;4;6;46;8125;15;9792;15;3164042
[[(3,2),(0,2),(3,2),(0,1)],[(2,3),(1,2),(2,1),(1,3)],[(0,1),(3,4),(0,1)],[(0,3),(3,1),(0,4),(3,1)],[(1,3),(2,2),(1,2),(2,2)],[(2,2),(1,3),(2,4)]];22;4;6;49;3875;14;9667;14;3295000
[[(0,2),(2,1),(0,4),(2,2)],[(1,3),(3,3),(1,3),(3,3)],[(2,1),(0,4),(2,1),(0,1)],[(1,4),(3,1),(1,4)],[(0,3),(2,2),(0,3)],[(3,4),(1,4),(3,1),(1,4)]];22;4;6;58;6375;22;9250;22;3264208
[[(1,4),(3,1),(1,4),(3,4)],[(1,1),(3,1),(1,1)],[(3,4),(1,1),(3,3),(1,2)],[(2,1),(0,4),(2,3),(0,4)],[(0,4),(2,1),(0,1),(2,1)],[(0,2),(2,2),(0,3)]];22;4;6;52;3667;18;9250;18;3237500
[[(2,4),(0,4),(2,1),(0,2)],[(0,4),(2,4),(0,2)],[(3,1),(1,4),(3,4),(1,4)],[(0,3),(2,1),(0,2),(2,3)],[(3,4),(1,3),(3,3)],[(1,3),(3,4),(1,3),(3,3)]];22;4;6;66;3459;19;8458;19;3118250
[[(0,1),(3,1),(0,3)],[(2,4),(1,1),(2,3),(1,1)],[(1,2),(2,3),(1,2)],[(0,4),(3,2),(0,4),(3,2)],[(3,2),(0,1),(3,4),(0,3)],[(1,3),(2,1),(1,1),(2,3)]];22;4;6;51;4167;16;9708;16;3030750
[[(2,1),(1,2),(2,3)],[(0,3),(3,4),(0,1),(3,3)],[(3,3),(0,3),(3,3),(0,4)],[(3,3),(0,1),(3,3)],[(2,2),(1,2),(2,2),(1,2)],[(1,1),(2,4),(1,2),(2,2)]];22;4;6;54;3167;19;12000;19;3176583
[[(0,1),(3,1),(0,1)],[(1,1),(2,4),(1,1),(2,1)],[(2,4),(1,4),(2,4),(1,1)],[(3,1),(0,2),(3,2),(0,3)],[(0,4),(3,2),(0,2),(3,1)],[(2,4),(1,1),(2,1)]];22;4;6;46;3417;18;8542;18;3101542
[[(0,2),(1,2),(0,3),(1,2)],[(2,2),(3,4),(2,2)],[(3,1),(2,1),(3,3),(2,1)],[(1,1),(0,2),(1,2),(0,2)],[(1,2),(0,1),(1,3)],[(2,4),(3,4),(2,2),(3,1)]];22;4;6;47;3666;14;8542;14;3253583
[[(3,4),(1,4),(3,1),(1,2)],[(2,1),(0,1),(2,3)],[(0,4),(2,3),(0,3),(2,4)],[(3,2),(1,2),(3,4)],[(2,4),(0,3),(2,3),(0,2)],[(1,4),(3,3),(1,1),(3,2)]];22;4;6;60;3708;18;8625;18;2965708
[[(1,2),(0,4),(1,2),(0,1)],[(2,4),(3,1),(2,3),(3,2)],[(0,4),(1,1),(0,3),(1,2)],[(3,2),(2,1),(3,4),(2,3)],[(1,4),(0,2),(1,1)],[(3,3),(2,2),(3,4)]];22;4;6;55;3416;16;7958;16;3063375
[[(3,1),(2,1),(3,1),(2,2)],[(2,3),(3,4),(2,4),(3,4)],[(3,4),(2,4),(3,4)],[(1,2),(0,2),(1,2),(0,4)],[(0,3),(1,3),(0,3),(1,2)],[(1,1),(0,2),(1,1)]];22;4;6;57;3458;18;8208;18;3064708
[[(2,3),(3,3),(2,1),(3,2)],[(3,2),(2,3),(3,3),(2,3)],[(1,3),(0,1),(1,4),(0,3)],[(0,3),(1,3),(0,4)],[(2,2),(3,1),(2,2)],[(0,3),(1,1),(0,1),(1,2)]];22;4;6;53;3834;15;8959;15;3214333
[[(2,3),(0,3),(2,3),(0,2)],[(1,1),(3,1),(1,4),(3,4)],[(3,2),(1,4),(3,3),(1,3)],[(2,4),(0,1),(2,3)],[(1,4),(3,2),(1,4)],[(0,2),(2,1),(0,2),(2,2)]];22;4;6;58;3708;20;8750;20;2978542
[[(2,1),(3,1),(2,3),(3,1)],[(3,3),(2,3),(3,4),(2,2)],[(1,2),(0,3),(1,3),(0,3)],[(0,2),(1,1),(0,4)],[(2,4),(3,3),(2,4)],[(0,4),(1,4),(0,1),(1,4)]];22;4;6;60;3541;18;8166;17;3243542
[[(2,1),(0,2),(2,2),(0,2)],[(3,1),(1,1),(3,4),(1,4)],[(0,3),(2,1),(0,4),(2,1)],[(1,2),(3,3),(1,4)],[(1,1),(3,1),(1,1),(3,3)],[(2,4),(0,3),(2,3)]];22;4;6;51;3458;14;8834;14;3055959
[[(0,2),(2,2),(0,4)],[(3,1),(1,4),(3,3)],[(0,2),(2,1),(0,3),(2,4)],[(3,2),(1,4),(3,2),(1,2)],[(2,3),(0,2),(2,2),(0,2)],[(1,4),(3,1),(1,1),(3,3)]];22;4;6;54;4083;17;12917;16;3203250
[[(0,3),(3,1),(0,3),(3,4)],[(2,1),(1,2),(2,4),(1,2)],[(3,1),(0,4),(3,3),(0,1)],[(1,3),(2,4),(1,1)],[(1,2),(2,1),(1,2),(2,2)],[(3,3),(0,4),(3,4)]];22;4;6;55;3750;19;9208;18;3264625
[[(2,3),(1,3),(2,4),(1,3)],[(1,3),(2,2),(1,2),(2,1)],[(0,4),(3,3),(0,2)],[(2,1),(1,3),(2,1)],[(0,4),(3,1),(0,1),(3,4)],[(3,2),(0,1),(3,2),(0,2)]];22;4;6;52;7792;16;9750;15;3208709
[[(3,3),(0,1),(3,4),(0,1)],[(1,3),(2,3),(1,3),(2,3)],[(2,1),(1,1),(2,2)],[(0,1),(3,2),(0,1)],[(2,1),(1,3),(2,1),(1,1)],[(0,4),(3,4),(0,2),(3,4)]];22;4;6;49;6625;17;9375;17;2997292
[[(3,3),(1,4),(3,4)],[(2,2),(0,3),(2,1),(0,2)],[(0,3),(2,4),(0,4)],[(3,3),(1,4),(3,1),(1,4)],[(0,4),(2,4),(0,4),(2,3)],[(1,4),(3,3),(1,1),(3,2)]];22;4;6;67;3167;21;8209;20;3068458
[[(0,1),(1,3),(0,3),(1,4)],[(2,3),(3,2),(2,1),(3,1)],[(1,2),(0,3),(1,1),(0,2)],[(3,3),(2,3),(3,2),(2,2)],[(0,1),(1,3),(0,2)],[(3,1),(2,2),(3,4)]];22;4;6;49;3583;13;8666;13;3260541
[[(0,1),(1,2),(0,2),(1,2)],[(3,2),(2,2),(3,4),(2,3)],[(1,1),(0,1),(1,4),(0,2)],[(0,3),(1,1),(0,3)],[(2,3),(3,1),(2,4)],[(2,2),(3,2),(2,4),(3,1)]];22;4;6;50;4334;18;9709;18;3069958
[[(1,2),(2,3),(1,4),(2,3)],[(2,2),(1,2),(2,3)],[(2,2),(1,4),(2,1),(1,4)],[(3,2),(0,2),(3,2)],[(3,1),(0,3),(3,4),(0,2)],[(0,3),(3,4),(0,1),(3,3)]];22;4;6;57;4750;16;12958;16;3182667
[[(0,2),(2,3),(0,2),(2,4)],[(1,2),(3,1),(1,4),(3,1)],[(2,4),(0,1),(2,4),(0,1)],[(0,1),(2,1),(0,2)],[(3,4),(1,1),(3,1),(1,2)],[(1,4),(3,4),(1,2)]];22;4;6;51;3625;16;8833;16;3077250
[[(3,2),(0,4),(3,3),(0,1)],[(0,2),(3,3),(0,4)],[(1,4),(2,1),(1,3)],[(1,2),(2,3),(1,4),(2,2)],[(0,1),(3,3),(0,3),(3,3)],[(2,2),(1,2),(2,3),(1,1)]];22;4;6;56;5209;17;11292;16;3317792
[[(0,1),(2,2),(0,2),(2,4)],[(1,3),(3,3),(1,2),(3,3)],[(1,1),(3,4),(1,3)],[(0,3),(2,1),(0,1)],[(2,4),(0,1),(2,4),(0,1)],[(3,3),(1,1),(3,4),(1,4)]];22;4;6;55;3500;18;8291;17;3260291
[[(0,4),(2,3),(0,2),(2,3)],[(2,2),(0,2),(2,1),(0,4)],[(1,2),(3,3),(1,3),(3,3)],[(3,3),(1,4),(3,2),(1,4)],[(2,1),(0,2),(2,2)],[(3,3),(1,3),(3,1)]];22;4;6;57;4167;17;8625;17;3294708
[[(2,1),(0,3),(2,2),(0,3)],[(1,2),(3,4),(1,4),(3,2)],[(0,3),(2,4),(0,3),(2,2)],[(3,2),(1,4),(3,4),(1,2)],[(3,1),(1,2),(3,4)],[(2,3),(0,3),(2,3)]];22;4;6;61;4292;17;9958;17;3135791
[[(3,2),(1,2),(3,2),(1,1)],[(3,2),(1,3),(3,2)],[(2,1),(0,3),(2,2)],[(1,3),(3,4),(1,1),(3,3)],[(2,2),(0,3),(2,1),(0,3)],[(0,4),(2,3),(0,2),(2,1)]];22;4;6;50;3542;15;10959;15;3111042
[[(3,1),(1,1),(3,3)],[(3,3),(1,4),(3,3),(1,4)],[(1,2),(3,3),(1,3),(3,2)],[(2,3),(0,1),(2,2),(0,3)],[(0,1),(2,3),(0,3)],[(0,3),(2,2),(0,1),(2,1)]];22;4;6;52;3250;17;8083;15;2947500
[[(1,3),(0,4),(1,2)],[(3,1),(2,4),(3,2),(2,1)],[(0,3),(1,3),(0,4),(1,2)],[(3,1),(2,4),(3,3)],[(1,2),(0,3),(1,2),(0,4)],[(2,2),(3,3),(2,3),(3,4)]];22;4;6;60;4416;18;13708;18;2962542
[[(1,2),(3,1),(1,4),(3,3)],[(0,2),(2,4),(0,2),(2,2)],[(3,2),(1,4),(3,3),(1,1)],[(2,2),(0,2),(2,1),(0,1)],[(3,1),(1,1),(3,4)],[(0,1),(2,3),(0,3)]];22;4;6;49;3666;16;8416;14;2910167
[[(1,3),(3,4),(1,3)],[(0,3),(2,4),(0,3)],[(2,4),(0,2),(2,2),(0,4)],[(3,1),(1,2),(3,2),(1,4)],[(1,2),(3,3),(1,3),(3,4)],[(0,4),(2,1),(0,1),(2,1)]];22;4;6;60;3959;17;13000;17;3071250
[[(2,1),(0,2),(2,1)],[(1,1),(3,2),(1,4),(3,2)],[(1,3),(3,1),(1,4)],[(2,1),(0,2),(2,1),(0,3)],[(3,3),(1,2),(3,4),(1,1)],[(0,2),(2,3),(0,3),(2,2)]];22;4;6;48;3875;15;10166;15;3156500
[[(1,3),(3,2),(1,4),(3,3)],[(2,4),(0,1),(2,2),(0,3)],[(2,1),(0,2),(2,2)],[(1,2),(3,3),(1,4)],[(0,1),(2,3),(0,4),(2,4)],[(3,3),(1,3),(3,3),(1,2)]];22;4;6;59;3666;18;9833;18;3304209
[[(0,1),(1,3),(0,1),(1,1)],[(3,4),(2,2),(3,3),(2,3)],[(2,4),(3,3),(2,1),(3,4)],[(1,4),(0,3),(1,4),(0,1)],[(1,4),(0,4),(1,1)],[(3,3),(2,3),(3,3)]];22;4;6;60;4458;20;10459;20;3324417
[[(0,3),(1,1),(0,1),(1,4)],[(3,2),(2,4),(3,3),(2,2)],[(2,3),(3,4),(2,4)],[(2,3),(3,1),(2,4),(3,2)],[(1,3),(0,2),(1,4),(0,4)],[(0,3),(1,3),(0,2)]];22;4;6;62;5375;20;11541;20;3107167
[[(3,4),(2,1),(3,1),(2,3)],[(0,1),(1,4),(0,2),(1,1)],[(1,3),(0,2),(1,4)],[(2,4),(3,3),(2,4),(3,1)],[(1,2),(0,4),(1,3),(0,3)],[(2,1),(3,4),(2,2)]];22;4;6;57;4125;19;9625;17;3111375
[[(2,3),(1,3),(2,4),(1,3)],[(1,1),(2,2),(1,1)],[(1,4),(2,3),(1,1),(2,4)],[(0,4),(3,2),(0,1),(3,3)],[(3,4),(0,3),(3,2)],[(3,2),(0,2),(3,3),(0,1)]];22;4;6;56;5541;16;13250;16;3315166
[[(3,3),(0,3),(3,3)],[(0,3),(3,4),(0,4),(3,1)],[(3,1),(0,2),(3,1),(0,3)],[(2,2),(1,1),(2,1),(1,1)],[(1,1),(2,3),(1,4),(2,3)],[(1,3),(2,3),(1,1)]];22;4;6;51;4459;15;10542;15;3348708
[[(0,4),(3,3),(0,3),(3,3)],[(0,3),(3,3),(0,2)],[(3,4),(0,3),(3,2),(0,1)],[(1,1),(2,1),(1,3)],[(2,2),(1,3),(2,1),(1,1)],[(1,1),(2,4),(1,2),(2,1)]];22;4;6;51;4209;16;9917;16;3321542
[[(0,3),(2,1),(0,4),(2,2)],[(2,2),(0,4),(2,2),(0,1)],[(1,4),(3,2),(1,3),(3,2)],[(3,1),(1,4),(3,3),(1,3)],[(0,4),(2,4),(0,1)],[(3,2),(1,4),(3,2)]];22;4;6;58;3500;18;17125;18;3057375
[[(0,3),(1,4),(0,2),(1,3)],[(2,4),(3,1),(2,1),(3,3)],[(1,2),(0,4),(1,3),(0,3)],[(3,2),(2,3),(3,1),(2,1)],[(0,3),(1,2),(0,1)],[(3,1),(2,3),(3,2)]];22;4;6;52;3750;16;10041;16;2987125
[[(0,4),(1,3),(0,3),(1,1)],[(2,3),(3,3),(2,1),(3,1)],[(3,2),(2,3),(3,3),(2,2)],[(3,1),(2,1),(3,1)],[(1,1),(0,1),(1,4)],[(1,4),(0,4),(1,3),(0,2)]];22;4;6;51;3584;17;8500;16;3194000
[[(3,3),(2,2),(3,2),(2,2)],[(0,1),(1,2),(0,4),(1,2)],[(0,1),(1,3),(0,4)],[(2,1),(3,1),(2,2),(3,2)],[(2,1),(3,2),(2,1)],[(1,1),(0,2),(1,2),(0,1)]];22;4;6;42;3666;13;9000;13;3085541
[[(0,1),(2,3),(0,4),(2,1)],[(1,1),(3,4),(1,1),(3,1)],[(3,1),(1,3),(3,4),(1,2)],[(0,1),(2,4),(0,2)],[(2,4),(0,1),(2,4),(0,1)],[(3,2),(1,1),(3,3)]];22;4;6;49;3750;16;8750;16;3269708
[[(0,4),(2,1),(0,2),(2,4)],[(3,3),(1,3),(3,1),(1,2)],[(1,4),(3,3),(1,3),(3,1)],[(2,4),(0,4),(2,2),(0,1)],[(2,3),(0,3),(2,2)],[(1,1),(3,4),(1,2)]];22;4;6;57;3625;17;9042;16;3266417
[[(0,1),(1,3),(0,3),(1,3)],[(3,4),(2,2),(3,4),(2,1)],[(2,1),(3,2),(2,3),(3,4)],[(1,3),(0,4),(1,1),(0,2)],[(1,1),(0,4),(1,4)],[(3,3),(2,3),(3,1)]];22;4;6;57;3375;18;7917;18;3036250
[[(0,2),(3,1),(0,2)],[(2,4),(1,2),(2,3),(1,1)],[(2,2),(1,2),(2,3)],[(1,4),(2,1),(1,3),(2,3)],[(0,2),(3,1),(0,1),(3,1)],[(3,4),(0,3),(3,1),(0,1)]];22;4;6;47;4208;16;10541;16;3374333
[[(2,3),(0,3),(2,4)],[(2,4),(0,1),(2,1),(0,4)],[(3,4),(1,1),(3,3),(1,2)],[(0,3),(2,3),(0,2),(2,3)],[(3,4),(1,1),(3,2)],[(1,4),(3,4),(1,1),(3,1)]];22;4;6;58;4750;19;10750;18;3774917
[[(0,4),(1,4),(0,3),(1,2)],[(2,2),(3,2),(2,3)],[(1,4),(0,1),(1,3),(0,2)],[(2,4),(3,2),(2,4),(3,2)],[(3,3),(2,2),(3,2),(2,1)],[(0,2),(1,3),(0,3)]];22;4;6;58;5250;17;13041;16;3548625
[[(1,1),(3,2),(1,3),(3,1)],[(2,1),(0,1),(2,3)],[(2,4),(0,4),(2,3),(0,4)],[(0,3),(2,1),(0,1),(2,1)],[(3,3),(1,2),(3,1),(1,4)],[(3,1),(1,1),(3,1)]];22;4;6;46;4541;16;12500;15;3504292
[[(1,3),(0,2),(1,3)],[(2,1),(3,4),(2,3),(3,1)],[(1,3),(0,1),(1,1),(0,3)],[(3,1),(2,2),(3,3),(2,1)],[(0,2),(1,2),(0,3),(1,4)],[(3,1),(2,1),(3,2)]];22;4;6;47;5042;16;13000;16;3457708
[[(3,4),(0,4),(3,4),(0,2)],[(1,1),(2,2),(1,4),(2,4)],[(0,2),(3,3),(0,4)],[(2,1),(1,1),(2,4),(1,1)],[(0,1),(3,4),(0,2),(3,2)],[(2,2),(1,4),(2,2)]];22;4;6;58;5708;17;12458;17;3508166
[[(1,2),(3,4),(1,4)],[(0,1),(2,3),(0,1),(2,3)],[(3,2),(1,1),(3,4),(1,4)],[(2,1),(0,3),(2,2),(0,2)],[(1,3),(3,3),(1,4),(3,3)],[(2,1),(0,4),(2,3)]];22;4;6;58;4458;18;10875;18;3373750
[[(2,2),(3,3),(2,2),(3,1)],[(3,1),(2,3),(3,3),(2,4)],[(1,2),(0,4),(1,1),(0,3)],[(2,3),(3,3),(2,3)],[(1,3),(0,1),(1,4)],[(0,1),(1,1),(0,2),(1,2)]];22;4;6;52;4125;17;10459;17;3361833
[[(3,3),(1,4),(3,2),(1,1)],[(2,3),(0,2),(2,1),(0,3)],[(1,3),(3,3),(1,4),(3,4)],[(0,4),(2,3),(0,1),(2,1)],[(0,2),(2,3),(0,4)],[(3,2),(1,2),(3,2)]];22;4;6;57;5209;17;10833;17;3715375
[[(2,2),(0,3),(2,3),(0,4)],[(1,4),(3,3),(1,1),(3,1)],[(0,3),(2,4),(0,4),(2,1)],[(2,4),(0,3),(2,3)],[(3,2),(1,2),(3,3),(1,2)],[(3,2),(1,3),(3,1)]];22;4;6;58;5167;18;11959;18;3317375
[[(1,4),(2,4),(1,4),(2,3)],[(2,4),(1,2),(2,3),(1,4)],[(0,2),(3,1),(0,2),(3,2)],[(3,3),(0,3),(3,1),(0,2)],[(0,3),(3,3),(0,2)],[(1,1),(2,3),(1,1)]];22;4;6;57;4750;18;9750;17;3362625
[[(2,1),(1,2),(2,2),(1,2)],[(3,2),(0,2),(3,3)],[(3,1),(0,1),(3,1),(0,1)],[(1,2),(2,3),(1,3),(2,3)],[(1,2),(2,3),(1,2)],[(0,2),(3,3),(0,3),(3,3)]];22;4;6;47;4709;13;11625;13;3397084
[[(2,1),(0,1),(2,2),(0,3)],[(1,2),(3,1),(1,1),(3,4)],[(2,2),(0,1),(2,2)],[(0,3),(2,2),(0,3),(2,4)],[(3,1),(1,2),(3,4),(1,2)],[(1,2),(3,2),(1,4)]];22;4;6;49;3500;14;9042;14;3310750
[[(2,2),(3,4),(2,1),(3,2)],[(0,2),(1,2),(0,4)],[(2,1),(3,4),(2,2)],[(0,1),(1,4),(0,2),(1,4)],[(1,4),(0,3),(1,1),(0,1)],[(3,4),(2,1),(3,4),(2,3)]];22;4;6;56;5042;19;12042;18;3703833
[[(3,3),(0,3),(3,1),(0,3)],[(1,1),(2,1),(1,3),(2,4)],[(1,1),(2,3),(1,3)],[(2,4),(1,2),(2,1),(1,2)],[(0,3),(3,1),(0,3),(3,2)],[(3,4),(0,3),(3,4)]];22;4;6;55;7334;16;15416;16;3605917
[[(2,2),(3,3),(2,2),(3,4)],[(3,3),(2,1),(3,4),(2,3)],[(1,3),(0,2),(1,3),(0,1)],[(1,2),(0,1),(1,3)],[(0,2),(1,1),(0,1),(1,3)],[(3,1),(2,1),(3,3)]];22;4;6;49;3917;18;8917;18;3329792
[[(2,3),(1,4),(2,2),(1,1)],[(1,3),(2,1),(1,4)],[(0,2),(3,4),(0,2),(3,2)],[(3,2),(0,4),(3,2),(0,2)],[(1,2),(2,1),(1,3),(2,1)],[(3,2),(0,4),(3,4)]];22;4;6;55;4833;17;11125;17;3152333
[[(2,4),(1,2),(2,3)],[(3,1),(0,3),(3,4),(0,3)],[(0,2),(3,3),(0,3)],[(2,3),(1,2),(2,2),(1,2)],[(0,1),(3,4),(0,3),(3,3)],[(1,1),(2,1),(1,1),(2,3)]];22;4;6;54;4666;16;20875;16;3327125
[[(1,2),(2,2),(1,3)],[(0,4),(3,4),(0,3),(3,1)],[(3,1),(0,3),(3,4)],[(1,4),(2,1),(1,3),(2,4)],[(2,1),(1,4),(2,2),(1,1)],[(3,4),(0,1),(3,3),(0,1)]];22;4;6;56;3500;20;8791;17;3381666
[[(1,2),(3,2),(1,4),(3,4)],[(2,2),(0,4),(2,3),(0,2)],[(0,4),(2,4),(0,2),(2,3)],[(1,3),(3,3),(1,2)],[(3,4),(1,1),(3,4),(1,2)],[(0,4),(2,2),(0,4)]];22;4;6;65;3542;20;8625;20;3283125
[[(3,4),(0,1),(3,4),(0,1)],[(0,3),(3,1),(0,1),(3,3)],[(3,3),(0,1),(3,2)],[(2,4),(1,4),(2,4),(1,4)],[(1,1),(2,3),(1,3)],[(1,1),(2,2),(1,4),(2,2)]];22;4;6;56;3834;19;8667;19;3212250
[[(3,1),(0,4),(3,2)],[(1,2),(2,3),(1,1),(2,3)],[(0,2),(3,3),(0,2),(3,1)],[(1,3),(2,4),(1,3)],[(3,2),(0,4),(3,2),(0,1)],[(2,1),(1,1),(2,1),(1,2)]];22;4;6;48;5167;14;14833;13;3456041
[[(1,3),(2,3),(1,1),(2,1)],[(1,4),(2,1),(1,3)],[(0,4),(3,2),(0,3),(3,3)],[(0,4),(3,2),(0,2)],[(3,3),(0,2),(3,2),(0,2)],[(2,4),(1,1),(2,4),(1,1)]];22;4;6;55;5084;17;12166;17;3309250
[[(0,3),(2,3),(0,4),(2,3)],[(3,1),(1,3),(3,2)],[(1,2),(3,1),(1,4),(3,3)],[(3,1),(1,2),(3,4),(1,3)],[(2,2),(0,3),(2,3),(0,1)],[(0,1),(2,4),(0,4)]];22;4;6;57;4417;16;10750;16;3367542
[[(2,1),(1,3),(2,4),(1,2)],[(2,3),(1,3),(2,1)],[(0,4),(3,1),(0,4),(3,2)],[(0,2),(3,4),(0,2)],[(3,1),(0,3),(3,1),(0,3)],[(1,2),(2,3),(1,3),(2,1)]];22;4;6;53;4625;18;11709;18;3614833
[[(3,3),(0,3),(3,4),(0,4)],[(0,4),(3,2),(0,1)],[(2,2),(1,3),(2,3),(1,2)],[(1,3),(2,3),(1,4),(2,1)],[(0,1),(3,4),(0,2),(3,3)],[(2,3),(1,2),(2,1)]];22;4;6;58;3875;18;9166;17;3369250
[[(0,3),(2,2),(0,3)],[(2,4),(0,1),(2,4),(0,4)],[(3,1),(1,4),(3,2)],[(0,4),(2,1),(0,4),(2,2)],[(3,1),(1,3),(3,4),(1,3)],[(1,2),(3,3),(1,3),(3,1)]];22;4;6;59;3292;19;11916;19;3230583
[[(1,4),(0,3),(1,4),(0,3)],[(0,2),(1,4),(0,1),(1,4)],[(2,2),(3,1),(2,3)],[(2,4),(3,3),(2,4),(3,4)],[(3,4),(2,1),(3,1),(2,1)],[(0,4),(1,3),(0,1)]];22;4;6;61;3209;19;8292;19;3231042
[[(0,1),(1,2),(0,1),(1,2)],[(0,2),(1,3),(0,2)],[(2,4),(3,4),(2,3),(3,2)],[(1,4),(0,4),(1,1),(0,3)],[(3,1),(2,3),(3,1),(2,2)],[(3,1),(2,1),(3,2)]];22;4;6;49;3542;14;8875;14;3037375
[[(2,4),(0,4),(2,4),(0,1)],[(2,3),(0,2),(2,2)],[(1,2),(3,2),(1,3),(3,1)],[(3,2),(1,2),(3,3)],[(0,4),(2,2),(0,4),(2,2)],[(3,4),(1,4),(3,1),(1,2)]];22;4;6;58;3125;17;8042;17;3430542
[[(3,2),(2,4),(3,2)],[(0,4),(1,3),(0,3)],[(3,3),(2,3),(3,3),(2,2)],[(1,2),(0,2),(1,4),(0,4)],[(0,4),(1,2),(0,2),(1,2)],[(2,3),(3,1),(2,4),(3,3)]];22;4;6;62;3625;19;9000;19;3080375
[[(3,1),(2,2),(3,1),(2,2)],[(0,3),(1,3),(0,1),(1,1)],[(2,2),(3,2),(2,4),(3,3)],[(1,1),(0,3),(1,1),(0,3)],[(1,2),(0,1),(1,4)],[(2,2),(3,3),(2,3)]];22;4;6;48;3625;15;8792;15;3132500
[[(1,3),(0,3),(1,3),(0,1)],[(0,3),(1,4),(0,1),(1,2)],[(2,4),(3,4),(2,2),(3,2)],[(0,3),(1,3),(0,2)],[(3,4),(2,1),(3,3),(2,1)],[(3,3),(2,1),(3,2)]];22;4;6;55;3375;18;8459;18;3306333
[[(0,4),(3,4),(0,2),(3,2)],[(2,1),(1,1),(2,4),(1,3)],[(3,1),(0,1),(3,3),(0,4)],[(1,3),(2,3),(1,4)],[(1,3),(2,4),(1,1),(2,2)],[(3,4),(0,1),(3,3)]];22;4;6;58;5250;17;12083;17;3327958
[[(2,1),(0,3),(2,4),(0,1)],[(3,2),(1,1),(3,3)],[(1,4),(3,3),(1,2),(3,2)],[(2,2),(0,3),(2,2)],[(3,3),(1,2),(3,2),(1,1)],[(0,2),(2,4),(0,2),(2,3)]];22;4;6;52;5500;16;12333;16;3485125
[[(2,2),(1,3),(2,3)],[(3,2),(0,3),(3,3)],[(0,3),(3,3),(0,3),(3,4)],[(3,1),(0,3),(3,1),(0,4)],[(2,2),(1,3),(2,2),(1,4)],[(1,4),(2,2),(1,2),(2,3)]];22;4;6;60;3667;16;8208;16;3294750
[[(2,1),(1,4),(2,2),(1,4)],[(0,2),(3,3),(0,1),(3,2)],[(1,2),(2,3),(1,1),(2,4)],[(3,1),(0,1),(3,2),(0,2)],[(2,3),(1,3),(2,1)],[(0,2),(3,4),(0,3)]];22;4;6;51;3584;14;8542;14;3302875
[[(1,1),(2,1),(1,1),(2,4)],[(1,1),(2,2),(1,4)],[(3,2),(0,4),(3,3)],[(2,1),(1,2),(2,4),(1,3)],[(3,2),(0,4),(3,1),(0,1)],[(0,3),(3,1),(0,1),(3,1)]];22;4;6;47;4583;13;13875;13;3479834
[[(3,2),(0,1),(3,1)],[(0,4),(3,4),(0,1),(3,2)],[(2,4),(1,3),(2,3)],[(3,3),(0,2),(3,2),(0,3)],[(1,2),(2,2),(1,4),(2,4)],[(2,3),(1,1),(2,3),(1,1)]];22;4;6;55;5250;19;12000;19;3314083
[[(3,4),(1,4),(3,1),(1,3)],[(1,1),(3,1),(1,3)],[(0,2),(2,2),(0,2)],[(1,1),(3,4),(1,4),(3,1)],[(0,2),(2,3),(0,3),(2,1)],[(2,3),(0,2),(2,3),(0,4)]];22;4;6;54;4000;18;9500;17;3451000
[[(1,2),(2,1),(1,4)],[(3,3),(0,4),(3,1),(0,4)],[(0,3),(3,4),(0,2)],[(1,2),(2,4),(1,1),(2,3)],[(2,2),(1,3),(2,4),(1,4)],[(0,1),(3,1),(0,4),(3,2)]];22;4;6;59;4375;18;9834;18;3520250
[[(3,3),(1,3),(3,2),(1,4)],[(0,4),(2,3),(0,4)],[(1,1),(3,1),(1,2)],[(0,1),(2,4),(0,1),(2,2)],[(2,1),(0,3),(2,3),(0,3)],[(1,3),(3,1),(1,1),(3,4)]];22;4;6;54;3875;17;9542;16;3242167
